-481302, 209320, -414161, 468286, 415020, -1623477, 2343934, -2499587, 1888757, -795865, 
-830, -531444, 969563, -231947, -1119742, 1343469, -637603, 502142, -745505, 248049, 
747248, -459644, -1083301, 2172433, -1793126, 602667, 157151, -651526, 1504699, -2365065, 
1762966, 725924, -2048753, 1157912, -320673, 1815726, -2322256, -395628, 2955181, -1459509, 
-1490391, 1001825, 1797053, -2683780, 332859, 2053062, -2011127, -57928, 1890910, -2214716, 
1509076, -429500, -1030927, 2064894, -1139515, -755889, 668922, 1236778, -1262612, -2012265, 
3956381, -800181, -4123849, 4121352, 1321604, -5296979, 2844747, 2759058, -5342850, 3495102, 
-151184, -1369517, 432130, 1488992, -1409109, -576211, 1510468, -440930, 631267, -2504538, 
2397519, 487476, -1838518, 257645, 200517, 1173970, -862234, -1930637, 2284285, 858068, 
-2844962, 43251, 3539885, -2586833, -2399630, 5185887, -2315870, -2706936, 4352350, -2095863, 
-423872, 362382, 2173499, -4133553, 1926337, 3923374, -6745480, 2096908, 4276550, -3533646, 
-2547953, 4000947, 2365978, -7955284, 5096300, 2499781, -5643246, 1896454, 1992395, -681138, 
-2492027, 1055660, 4217305, -6380437, 2849890, 1420316, -1719886, -183167, 290970, 1940906, 
-4201969, 3770410, -215330, -4001501, 4382960, -976204, -890739, -2097119, 4813655, -1824201, 
-3491435, 4193685, -623248, -970830, -1140612, 2504706, -419544, -3244368, 4562752, -2117420, 
-1498441, 1695063, 1850425, -3502052, 115485, 3370890, -1706893, -1882820, 1803821, 926125, 
-1544736, -146877, 726965, 501729, -1582924, 1346337, -274259, -465775, 536008, 31982, 
113067, -1013917, 1818698, -1256430, -301074, 1465820, -1440456, 286278, 446201, -34016, 
-1161216, 1792606, -938139, -583000, 901254, 1363914, -3681218, 2074863, 2765770, -4925518, 
1570103, 2080793, -743644, -2441274, 1360494, 2749568, -3022189, -1076778, 3273472, -218554, 
-2513291, 464747, 2789944, -911510, -4305144, 5067861, 801114, -5639098, 2351501, 4931820, 
-5640023, -1150065, 5706445, -1662871, -3441619, 1121397, 5224548, -5487427, -1107970, 5402460, 
-2274647, -3193743, 2687817, 3263133, -6958305, 3189087, 3854704, -6302869, 2453096, 2422167, 
-3008184, -652308, 3196792, -572222, -4549224, 4706854, 672738, -4234797, 1677148, 1630628, 
-374609, -2557629, 2934022, -739429, -1489500, 2248312, -364902, -2901910, 3144550, 448771, 
-2790027, 360940, 2435651, -1192556, -1787924, 1973139, 635788, -1982676, 702480, 1782063, 
-2550758, 899445, 951111, -585187, -1394885, 1341959, 1191814, -3053523, 1431906, 1380337, 
-2048686, 631041, 50244, 631589, -537501, -1330069, 2170406, -3575, -3011797, 2712229, 
461792, -2766342, 1996955, 14898, -1119728, 732575, 158320, 401545, -2294316, 3053490, 
-883409, -1219442, 122379, 1557562, 793709, -5321659, 5290235, 347766, -4552034, 2156225, 
2783590, -2997460, -1716399, 4901903, -2028214, -3573541, 5149475, -1550572, -2037071, 725568, 
1821693, -216239, -4387269, 5146990, -788421, -2720126, 1651276, 776139, -513844, -1457461, 
2176830, -857363, -593430, 278821, 1157254, -1386516, -417054, 2258511, -1886062, 80794, 
1502707, -2577593, 3167338, -2259816, -420410, 2457120, -1675261, 91714, -1218602, 3967966, 
-3545992, -1755938, 6455924, -5163360, 16038, 2100982, 1084826, -3315175, 458507, 3496753, 
-2499115, -637861, 247530, 2109733, -893731, -2848753, 2529473, 1541409, -2901970, -1013710, 
4253637, -1367766, -4506644, 5899137, -1883731, -910272, -886626, 2218080, 726469, -3775067, 
2174311, 1320852, -2482943, 1660400, -1018326, 724815, -779568, 1202904, -306570, -2179450, 
3055852, -797167, -1126455, -90317, 1707444, -1074311, -311342, -272591, 1663535, -1582226, 
-405376, 2184413, -1462523, -1277865, 2926235, -838472, -2479368, 3243498, -699073, -2205046, 
3124709, -1955296, -438262, 2030947, -1800125, -147492, 2208024, -2254653, -1002544, 5242057, 
-5474778, 838295, 2260965, -28550, -3105487, 889503, 3821206, -4240210, -164504, 3152720, 
-1215463, -1452145, 252104, 2887677, -2472625, -813906, 1222440, 2243946, -3449336, -661561, 
4204918, -2298147, -1742291, 1886449, 449843, -384623, -1923422, 2723380, -833483, -1042750, 
2257202, -2438465, 872481, 974543, 333524, -3165581, 1187630, 4793114, -6677867, 1709633, 
3617618, -4951672, 4402048, -3164712, 431633, 2310243, -3312894, 3828490, -4566809, 2604549, 
1157045, -2653710, 394608, 1104185, -208106, -430468, -998696, 2517222, -1250428, -1490873, 
1763103, 1601960, -3058032, -1334457, 5100146, -453108, -6720647, 4283518, 5065916, -7494670, 
1421142, 1614689, 2318274, -4123504, 497552, 1967139, 303012, -2170367, 274955, 2224775, 
-2295401, 209266, 1246983, -330596, -2530980, 3743926, -1551444, -552706, -92700, 1183943, 
-220075, 541693, -3739985, 4284563, 1581375, -6324796, 1249971, 7696293, -6516033, -5459510, 
11785479, -2536726, -8725485, 5031210, 6821965, -5484750, -8639915, 13341981, -2275906, -4111997, 
-4360882, 8929695, 2544160, -11819547, 1678838, 12809953, -9215027, -4416952, 4797334, 9292784, 
-15770568, 5198179, 7031044, -4592799, -6052278, 7879494, 1250020, -6753636, 970177, 5885104, 
-3781039, -1904536, 576916, 5795746, -6686293, -1202959, 8755568, -6906898, -1182403, 2855823, 
5335421, -10737759, 2830661, 7974268, -6064264, -4348392, 6844160, 854841, -5727184, 2448367, 
2395671, -2073841, -2807667, 7848396, -7785048, 1606840, 3230527, -854584, -3528947, 1551082, 
3259476, -1362595, -7214140, 11933142, -6236603, -4116823, 6762060, 1680407, -8398872, 342526, 
13002912, -9797477, -8685833, 14892198, 1689796, -15886186, 6095204, 11047151, -8873323, -6948447, 
9409528, 7411036, -21009908, 13840771, 3433034, -9154196, -22217, 5819631, 1809378, -9693037, 
3301425, 7322389, -4959155, -4107089, 1592563, 8081661, -3584889, -14366944, 20719217, -7646749, 
-2393198, -4028535, 8540642, 4583350, -17426231, 6638438, 15238565, -17913927, 1484518, 5023549, 
8193439, -15649760, -1436643, 23637696, -21421640, -414999, 9525975, 4965946, -16066409, 458513, 
23070987, -20727583, -4797212, 18557607, -7018918, -4603684, -3078901, 13080544, -3626414, -14364604, 
15501264, -912724, -6637418, 82454, 3422076, 6545948, -16149943, 9013330, 7370922, -11756164, 
263226, 8073829, -1040331, -9036136, 7360928, -408640, 922953, -5737154, 4502254, -149385, 
912553, -4903585, 5063871, -1780227, -635200, 587418, 2113121, -6203791, 7967376, -5841422, 
3793806, -4001238, 3315496, 534255, -5333204, 6033939, 1706036, -14411090, 17036255, -925421, 
-17147099, 14574579, 995000, -2927346, -10161604, 11010047, 8688243, -22483289, 8601075, 15461070, 
-18808909, 651895, 10259112, 1142514, -13493706, 1845085, 22109609, -24939536, 2388113, 14356723, 
-6705199, -4566210, -4097289, 21318446, -20207455, 1369481, 9089691, -683935, -6321184, -5841451, 
22918284, -19195508, -2677823, 15479710, -8256758, 504781, -7450472, 15235868, -5401209, -13001011, 
17052345, -6113921, 1136315, -8870102, 10561627, 6031147, -22372287, 16109212, 4051798, -12171559, 
7041882, -9970770, 23133626, -22927684, 1791461, 15416623, -10671647, -996656, 980774, 3911782, 
1044134, -10905499, 11060993, 175234, -10919206, 12556499, -7690021, 5088013, -6683212, 5050501, 
4736062, -13904689, 12570720, -4674056, 471813, -1521973, 5566037, -13576144, 20892534, -15485190, 
-3231161, 19351734, -23330019, 21934238, -18765381, 6561707, 12241083, -19537903, 7044043, 9147198, 
-12625671, 9642677, -12877789, 14749022, 1837314, -28648857, 34164748, -8833408, -16670360, 15166654, 
-2692912, 6860357, -17150984, 2434052, 29261363, -34125052, 540057, 27629983, -16293027, -7601001, 
1947894, 21068715, -16728784, -14505379, 25110268, 754550, -19533216, 1950380, 17088611, 1424549, 
-32879315, 27928074, 6859518, -22062613, 4625349, 8360293, 4143330, -16231035, 3481030, 16496742, 
-15065581, -2764288, 9369784, 1017351, -7663578, 263615, 3524523, 9744503, -22664443, 11796426, 
12803852, -21442738, 8946121, 1144416, 3203578, -6094300, -5873877, 19463046, -13368672, -10031451, 
26108870, -19990909, 4328513, 1020157, 2069140, 2102780, -13490131, 13938845, 3203421, -20509678, 
19817486, -5736885, -3375557, 1588983, -3494135, 20642452, -38658803, 32438749, -3429980, -19882219, 
22445947, -19638967, 24546052, -24120822, 2765502, 29058539, -45044085, 32706716, -3797045, -21632630, 
34927316, -40713178, 38992133, -19889592, -16134938, 46595506, -51530133, 36193854, -16571515, -4322046, 
29134162, -48610307, 47007510, -22686717, -8718113, 30128175, -37503929, 36444458, -28025977, 7462077, 
21938095, -43408980, 43527595, -26187740, 5424313, 11486293, -25660434, 37734337, -39563444, 21828022, 
10020127, -32945711, 30012319, -12079688, 3272255, -8041084, 7599581, 8836151, -24197848, 16858738, 
6478127, -17635494, 8325257, -1089369, 10375795, -16374685, -1430091, 25605573, -24229909, 1156591, 
10773697, -1531262, -2468178, -14330223, 27793721, -12418196, -14003642, 16821153, -1680451, 3828687, 
-24373974, 24283879, 10334728, -42489583, 39484967, -14387922, -4319127, 11823812, -18278890, 24023293, 
-18376037, -3344579, 27357959, -29985005, 6554232, 16814957, -16245326, 2688831, -714649, 8071817, 
-4088877, -13250831, 23925169, -17672445, 6276030, -3029371, 3827120, 2536278, -13216001, 13119551, 
-494092, -8212903, 3776864, 3238805, -4955335, 8932309, -17761766, 18998751, -6907303, -7387480, 
15901888, -23777894, 31123402, -27302735, 8645257, 13701416, -31367527, 45270601, -52925564, 43575504, 
-16356333, -12807905, 29578986, -35135854, 33173426, -19414407, -4594454, 21792919, -20078662, 8072529, 
2408650, -13825606, 26734213, -25812431, 2929895, 21181621, -22215582, 8330419, -6965288, 19853940, 
-18375895, -9338358, 30778449, -13674434, -21762562, 28455695, -4387512, -7605658, -6751246, 10661076, 
15571754, -35966577, 17705704, 15999275, -25354746, 14649809, -14216534, 26491421, -26560907, 8122753, 
6135761, -3714489, 3704267, -23920845, 47537334, -44207705, 13439202, 18517087, -37492673, 48966384, 
-48769282, 20743592, 27965268, -57923602, 43304668, -5141522, -19409415, 24774096, -29036629, 33598131, 
-22615653, 172950, 7937172, 5307787, -14064287, -525521, 24795408, -35790650, 30651946, -18606464, 
3380316, 13578954, -23915568, 19886159, -4730958, -9054135, 11526823, -3188869, -4971398, 2395895, 
9720028, -20610176, 23033510, -15154262, -5293509, 34705353, -51173034, 31820465, 11447154, -36479290, 
22859850, 2987102, -9659161, 2062724, -293872, 378089, 11675629, -22275999, 3382457, 40143988, 
-67199779, 50617360, -6543635, -32549729, 52505568, -54942423, 38529635, -2060806, -38378247, 53942359, 
-31602196, -9810753, 38647059, -41327734, 25398512, -532415, -30740968, 56910413, -55185327, 17828814, 
27850038, -49172380, 44484496, -30379442, 6693885, 29105588, -49543872, 24661949, 21970308, -35415123, 
5857444, 22965609, -24317026, 16012236, -12553832, -4420458, 43735619, -70598008, 42720833, 27740322, 
-79894801, 73448304, -31619696, -1014061, 17637803, -38365894, 57706550, -46405273, 1889063, 39065362, 
-45686914, 24287703, 1009459, -16929115, 24359488, -25711034, 18313018, -472826, -18990978, 23530484, 
-7533839, -15734566, 27795603, -23319851, 8038850, 9419070, -22032977, 24492134, -16461210, 1783680, 
13862086, -24849293, 25377512, -11277747, -14447265, 35750320, -32239239, 4767511, 19727120, -21351854, 
12464253, -9491714, 3839679, 14284331, -24882072, 8143718, 16196706, -16285017, -3020983, 14570356, 
-14999251, 16538918, -10177828, -20223169, 52966972, -43971141, -9330420, 58236780, -65746679, 43395719, 
-11875791, -30946800, 80000132, -96379530, 53250518, 16406950, -54599245, 49584442, -34211334, 25186764, 
-4596485, -31385445, 47363761, -15731644, -34582717, 48558600, -16187169, -18661660, 21219037, -7244628, 
6755761, -13984590, 670330, 32640059, -46825149, 14872034, 38746917, -64913987, 49899429, -22139921, 
3283736, 18703865, -50436362, 63386541, -30341446, -26869959, 57567108, -39678610, -4461735, 41399312, 
-54685325, 43147935, -10848532, -32547083, 65887903, -64223594, 19638454, 44385237, -85580912, 75315856, 
-22109380, -35222552, 60992559, -49254896, 18997842, 9209864, -24855301, 26944187, -21752341, 15996812, 
-7417345, -6449256, 14541405, -4896767, -12728075, 18362128, -11333775, 2690437, 12185572, -45771949, 
81882316, -79699524, 23119425, 50366120, -87553496, 72268280, -27361486, -24768616, 71896824, -90123793, 
52366492, 28259212, -93237393, 94638177, -37826279, -34396118, 78227768, -69687886, 14477888, 50476010, 
-80845889, 59877241, -8053050, -43249311, 75793375, -80220993, 43136701, 33819403, -106565670, 113161120, 
-43235968, -43834511, 84337119, -72603600, 38992147, 1121001, -45303546, 68692849, -37073634, -37869958, 
90548432, -70732583, 598102, 59092204, -80110751, 74665258, -49241983, -5932182, 75788229, -110583587, 
75890766, 5577585, -78638635, 107178062, -89676650, 38836907, 29254953, -86379737, 98270931, -54477624, 
-15416415, 68817479, -85187159, 68297609, -27858646, -23461421, 62033405, -63543482, 26162758, 24787225, 
-59085982, 63763203, -41950079, 257859, 50539778, -85310412, 75615207, -21103841, -42693048, 77474263, 
-73415815, 40137199, 14240025, -76526788, 113169068, -90288859, 15460141, 60922133, -94381319, 81877542, 
-39928602, -22229560, 87361900, -113402578, 70919453, 13910069, -84603530, 112568660, -101405607, 52101767, 
33622142, -117570060, 137350527, -70673707, -35062158, 110350071, -122349988, 79377246, -1707035, -84124076, 
133715924, -105137113, 6708344, 93948804, -127012701, 81650046, -1480954, -67547368, 104617574, -98180611, 
37559945, 60673331, -139058416, 141855506, -70807978, -21537724, 87967584, -114706730, 99599627, -38592742, 
-49992873, 115159855, -111561998, 44184458, 40045875, -100223352, 125356891, -112667341, 51020792, 50586628, 
-135408395, 138564059, -59876862, -35083018, 89335189, -97956671, 72188299, -7197825, -86650256, 152514461, 
-130761499, 30063522, 73352550, -113994517, 92355634, -45612267, -7577449, 62682425, -93444693, 66469077, 
6021208, -67340589, 80774911, -62444724, 41777764, -19453630, -18097931, 60144254, -74078576, 45202095, 
128703, -23850955, 17737315, -3255670, -6493538, 19241471, -35680438, 35430258, -7468138, -23786054, 
27009304, -7528428, -3122563, -4352887, 6669205, 6875367, -11727425, -10258202, 31387670, -15201700, 
-21327510, 24890241, 12804882, -35327032, 4658096, 39059972, -38293372, 5342170, 5075650, 9589603, 
-404705, -35742299, 34564839, 29655082, -82936364, 50041369, 32918394, -70534969, 44796769, -20606996, 
25073377, -6975388, -56515601, 94721655, -42412575, -53293171, 92549749, -57198243, 12366910, 5251289, 
-24455095, 58165480, -61761413, 5808855, 63744777, -79648618, 38901449, 8997628, -36887511, 57543992, 
-71623384, 48051212, 23758058, -95644667, 104405484, -42229963, -39844383, 89566094, -91898802, 55874939, 
7805565, -78783578, 115761057, -82388588, -8045754, 90820771, -106412474, 53681518, 20585398, -72533616, 
87644160, -65981363, 9403376, 62732994, -105394439, 82094417, -8330328, -57774780, 72207546, -40294304, 
-3762019, 33945521, -43372386, 31189781, 1431326, -43546991, 68152603, -51657022, 503027, 47550842, 
-57323145, 28270373, 11253663, -34660799, 37140249, -26594521, 5447287, 27134781, -54683570, 49951151, 
-13154464, -16925555, 12687964, 5238978, -4037272, -11865264, 17719735, -14738214, 22340514, -36739123, 
30607795, 3286503, -36551002, 41143262, -23473302, 7481813, -171270, -9361926, 19848157, -12874909, 
-15719682, 37800586, -22921776, -18884660, 44293241, -28637291, -5540095, 24800633, -27728459, 28229848, 
-14609002, -31285267, 80088176, -70456729, -6026399, 78720337, -80843621, 25679827, 25688876, -43820683, 
41505768, -27471100, -4767750, 40266530, -39288982, -9637462, 60001202, -57781100, 5578320, 44821861, 
-54882197, 31885985, -2360640, -21774569, 42718505, -54037453, 37382385, 10906614, -60246861, 69913965, 
-35505028, -9202616, 37273845, -52851222, 60616495, -43570160, -8008055, 65667498, -86488930, 58414062, 
-6062108, -41111142, 68314059, -67498441, 31761421, 28784644, -78423281, 82895606, -45733098, -107599, 
32293271, -51036835, 53883315, -31010747, -7922295, 33823583, -36236821, 33959141, -36686758, 26321755, 
6324673, -38196132, 46424339, -39633572, 32291939, -15178408, -23850391, 66080271, -77647726, 50104575, 
-4351442, -38699029, 71651863, -84149275, 59048549, 3434495, -68901010, 96246111, -75655543, 26349949, 
31699422, -82982844, 103244461, -71615598, -676606, 72781739, -109205763, 100328445, -53515743, -17617647, 
87168878, -118440170, 89083538, -15549874, -58640135, 98790462, -96261539, 57066742, 6199174, -70020141, 
103436408, -87145626, 29790047, 37096567, -79273080, 81472750, -51118803, 6992928, 32943541, -55184899, 
53257180, -30371737, -3095249, 33762234, -47478534, 35474379, -3562165, -28954023, 43112512, -33064256, 
7099360, 20954305, -39769317, 40885029, -18912726, -18984497, 48078370, -44370553, 11740564, 21217818, 
-32655775, 26034901, -14670888, 1239739, 18057496, -34861275, 30219073, -1095349, -27830951, 32095701, 
-17862790, 6748817, -655985, -14149916, 33412522, -33749305, 8821896, 18505298, -27138394, 21133309, 
-12226477, -170755, 19263564, -33016778, 26130796, -2782124, -17183965, 23289764, -21190181, 15935094, 
-3967781, -13936485, 26063506, -22313989, 6837982, 6797698, -10399505, 8290014, -10079019, 15756308, 
-13705474, -1396295, 15469506, -11714068, -3303081, 7283513, 3929283, -8605323, -5530372, 18268294, 
-6453278, -16403385, 17644333, 3056341, -11786842, -4582170, 16304001, 889084, -25257343, 22667899, 
1631193, -14627351, 5403377, 3995305, 2580095, -12180242, 5500865, 11812251, -17179154, 3673715, 
11561355, -13263589, 7210882, -5028364, 4501606, 4187733, -18241926, 22742656, -10352496, -7636217, 
14698806, -8377110, 977853, -962262, 2767259, 782476, -5423363, 2361715, 5475489, -7807571, 
3229244, -1302629, 4590849, -4108803, -4339715, 9958612, -4251692, -3963178, 2353788, 4358168, 
-3045484, -5134562, 6927243, 685475, -5709373, 1064833, 4839134, -2682997, -3177579, 2942179, 
2033558, -2574622, -2924307, 5980898, -2484262, -2564978, 3989316, -2313923, -474422, 2734828, 
-3622429, 3839486, -4310492, 1901944, 5588381, -11981896, 9993028, -2626523, -1138338, 924420, 
-1868918, 4749304, -5056636, 2404418, -175856, -292593, 518744, -1435986, 2239674, -2133266, 
797645, 1899680, -4993092, 5796661, -2673663, -2424824, 4129517, -1185046, -1744916, -43396, 
2755351, -733100, -3756439, 2077082, 4824791, -6793806, -443771, 7001490, -5216391, 339336, 
-862653, 3642345, -1162411, -5145296, 6117697, 82071, -5724631, 3068958, 3779462, -5235715, 
-1346647, 5570609, -251352, -6357236, 1494528, 8320920, -6454451, -5618862, 7821054, 5124242, 
-10707347, -2104966, 13950785, -2607893, -12113374, 3678477, 13465901, -3438457, -16905253, 2922920, 
27074369, -11943573, -37129183, 38319277, 14913443, -41284278, 9214798, 12316351, 12760427, -30198523, 
-939285, 36836598, -25710860, -10350817, 19042101, 5096105, -17242326, -3969842, 26091529, -11163421, 
-19532689, 20319000, 8042954, -16639521, -6795205, 20730091, 3120970, -27312391, 10672101, 22997098, 
-18750385, -17733070, 26269531, 5945871, -26143759, 4559715, 15461465, -1402375, -18658304, 7137007, 
17127629, -16194752, -8553785, 19650799, -254254, -20995710, 11765438, 14263486, -15030321, -10284563, 
17733513, 7831043, -24795673, 3631005, 20852377, -12049656, -12054691, 11531564, 10262254, -18849038, 
1976902, 18632486, -11729268, -13302572, 12889370, 24273686, -29820199, -27662314, 53941572, 23516527, 
-92101262, 20172385, 93142321, -75366343, -25491832, 30643346, 42249685, -34068125, -61564068, 88034290, 
-2581348, -64494594, 28534039, 32822937, -19847703, -37998445, 40079151, 26168734, -63163431, 17492425, 
38436055, -20723812, -27917037, 20113516, 33130956, -39453544, -13362298, 43782932, -7681343, -31222761, 
15132782, 19101486, -10918122, -22538184, 19871712, 18570384, -37521665, 7473965, 27742143, -19427680, 
-19069407, 23370010, 20384028, -45016122, 5242769, 42021579, -24115791, -22116431, 17848478, 26741943, 
-30646389, -14971740, 40498396, -13110985, -21261548, 15620297, 11537755, -19586049, -4377864, 24927484, 
-14826964, -13530339, 17625136, 2544027, -10281725, -7473374, 16029584, 4892761, -21746091, 7886374, 
17267911, -11704781, -12230332, 12233644, 17901709, -26672849, 204084, 10958899, 4739796, 10632706, 
-58097034, 41686284, 46997902, -86562265, 21330253, 36721228, -12121375, -23962938, -806580, 39928370, 
-31044239, -7621386, 27875930, -17211500, 127603, -2636542, 19429704, -12897816, -22846375, 41862539, 
-10789082, -27392474, 23222560, 13187481, -25951349, -3410179, 41209079, -37704605, -10210487, 51148135, 
-39911484, -4420839, 24661881, -7849005, -10827129, 6135662, 3984079, -10541577, 25025873, -34112970, 
1153290, 51245527, -41116335, -33644825, 68519140, -10735785, -46532228, 27858199, 10837182, 2388847, 
-27397384, 5438245, 32941734, -34549684, 5777526, 12967076, -13970556, 3534603, 2383535, 3601128, 
-13478948, 4160425, 12111911, -4154420, -21140737, 20318476, 16755436, -46775907, 32298176, 12611700, 
-35933576, 15807797, 16100897, -15053954, -5021664, 8690494, -124768, 2547726, -1168553, -10737904, 
-3982361, 38387534, -19339749, -60335566, 85570499, -8348569, -68430959, 52322008, -3781962, 4292834, 
-25385593, 1790037, 45725759, -46425551, -4916874, 42124909, -18826914, -23209769, 19269830, 23805361, 
-36583373, -1342564, 34286649, -15924006, -21927852, 27802757, 31785, -17529682, 3909691, 15654455, 
