75, 74, 166, 166, 88, 213, 74, 203, 38, 102, 
100, 216, 202, 209, 170, 149, 150, 52, 203, 74, 
105, 169, 57, 77, 74, 172, 150, 165, 88, 205, 
50, 170, 165, 165, 85, 52, 202, 174, 105, 149, 
98, 210, 210, 106, 105, 89, 53, 51, 42, 154, 
153, 88, 212, 202, 204, 101, 169, 84, 226, 210, 
170, 169, 150, 85, 53, 50, 171, 25, 105, 86, 
51, 75, 42, 113, 153, 100, 212, 210, 202, 169, 
165, 102, 53, 75, 43, 42, 102, 149, 85, 83, 
44, 177, 154, 165, 84, 232, 172, 178, 170, 90, 
89, 83, 85, 42, 116, 105, 102, 141, 84, 204, 
172, 154, 166, 85, 85, 138, 179, 42, 153, 106, 
77, 85, 50, 171, 38, 105, 149, 85, 74, 204, 
169, 170, 86, 83, 98, 203, 42, 108, 85, 149, 
84, 203, 49, 170, 149, 153, 83, 52, 172, 170, 
102, 89, 84, 211, 74, 114, 153, 150, 77, 98, 
172, 172, 101, 168, 227, 84, 202, 201, 170, 90, 
54, 51, 82, 114, 170, 86, 88, 213, 44, 201, 
177, 102, 100, 213, 52, 167, 42, 153, 85, 99, 
75, 74, 108, 101, 150, 83, 76, 202, 177, 153, 
150, 83, 84, 172, 170, 165, 164, 229, 84, 172, 
170, 169, 150, 85, 77, 210, 114, 113, 153, 148, 
214, 43, 44, 166, 165, 150, 83, 77, 43, 41, 
166, 150, 84, 211, 82, 108, 166, 102, 78, 83, 
51, 42, 155, 19, 165, 83, 52, 199, 26, 154, 
78, 98, 211, 50, 106, 169, 86, 83, 83, 50, 
155, 25, 149, 89, 45, 74, 114, 169, 89, 141, 
84, 178, 172, 150, 153, 85, 77, 50, 201, 169, 
150, 147, 85, 42, 202, 154, 165, 57, 84, 179, 
38, 201, 90, 85, 83, 45, 41, 172, 83, 195, 
77, 76, 114, 169, 105, 100, 216, 178, 203, 22, 
169, 85, 141, 75, 50, 156, 102, 89, 83, 98, 
172, 177, 106, 101, 85, 77, 76, 106, 170, 89, 
89, 76, 210, 178, 166, 153, 149, 83, 83, 42, 
172, 86, 164, 216, 212, 178, 169, 201, 149, 149, 
53, 74, 171, 38, 105, 147, 141, 76, 178, 169, 
166, 149, 99, 82, 210, 114, 166, 101, 149, 82, 
210, 178, 166, 153, 89, 83, 52, 177, 198, 166, 
85, 88, 180, 202, 169, 170, 85, 100, 180, 209, 
201, 154, 153, 255, 255, 255, 255, 255, 255, 255, 
248, 0, 0, 15, 63, 255, 251, 254, 134, 73, 
36, 50, 177, 157, 51, 85, 53, 50, 102, 152, 
181, 81, 180, 106, 106, 85, 85, 45, 42, 169, 
153, 148, 227, 76, 167, 41, 153, 85, 139, 51, 
42, 106, 89, 141, 84, 178, 170, 166, 101, 141, 
82, 204, 169, 169, 149, 147, 53, 44, 108, 90, 
86, 84, 205, 44, 106, 165, 102, 77, 52, 172, 
166, 169, 85, 85, 76, 198, 198, 165, 90, 52, 
210, 202, 170, 102, 85, 141, 51, 42, 170, 149, 
152, 213, 74, 178, 166, 169, 78, 77, 82, 177, 
166, 169, 85, 83, 75, 42, 169, 105, 100, 211, 
52, 170, 106, 149, 147, 84, 202, 198, 170, 85, 
147, 98, 117, 41, 106, 101, 85, 82, 203, 41, 
170, 86, 84, 213, 70, 201, 197, 165, 99, 85, 
42, 202, 106, 165, 57, 84, 203, 43, 22, 169, 
85, 84, 211, 42, 169, 170, 85, 78, 75, 74, 
170, 106, 148, 232, 205, 44, 198, 170, 86, 142, 
53, 50, 202, 114, 101, 150, 77, 51, 75, 23, 
25, 153, 77, 140, 202, 201, 170, 147, 165, 52, 
205, 27, 38, 102, 88, 213, 75, 39, 42, 149, 
150, 82, 212, 172, 106, 165, 89, 85, 44, 202, 
155, 22, 85, 99, 50, 202, 170, 102, 85, 85, 
44, 198, 205, 101, 164, 211, 75, 43, 22, 105, 
84, 227, 74, 170, 154, 149, 147, 83, 43, 42, 
